index,address_1,address_2,name,expiration_date
18,ALEJA GEN. TADEUSZA BORA- KOMOROWSKIEGO,41 lok B226,BB ACTIVE INVEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-10-16
19,ALEJA IGNACEGO DASZYŃSKIEGO,5,SOBÓL URSZULA,2026-03-05
20,ALEJA JANA PAWŁA II,15,LEWIATAN MARKET SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-07-07
21,ALEJA JANA PAWŁA II,70,PRZEDSIĘBIORSTWO WIELOBRANŻOWE WAGABUNDA I SP. Z O.O.,2023-03-03
22,ALEJA JANA PAWŁA II,78,"MARIUSZ BIERNACKI, MAREK BYTOWSKI",2023-09-19
23,ALEJA JANA PAWŁA II,78,ROSPOND MONIKA,2030-08-31
24,ALEJA JANA PAWŁA II,232,HERÓD MACIEJ,2030-03-31
25,ALEJA JERZEGO WASZYNGTONA,1,KUSEK DARIUSZ,2030-09-21
26,ALEJA JULIUSZA SŁOWACKIEGO,64,"MUSZYŃSKI MATEUSZ, HEKERLE GRZEGORZ",2029-10-31
27,ALEJA KIJOWSKA,40/1,KOWALSKA MAGDALENA,2030-01-16
28,ALEJA MARSZAŁKA FERDINANDA FOCHA,40,HOTEL FUNDACJI PBR SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2027-07-10
29,ALEJA MARSZAŁKA FERDINANDA FOCHA,41,"HOŁUBICZKO MAGDALENA, BOBEK BARTOSZ, MATYJAS MARIUSZ",2029-05-13
30,ALEJA MARSZAŁKA FERDINANDA FOCHA,42,LEI FOOD & DRINKS KRZYSZTOF NOWOSAD SPÓŁKA JAWNA,2030-03-19
31,ALEJA MARSZAŁKA FERDINANDA FOCHA,24/1,BOOGIE SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ,2030-09-07
32,ALEJA MARSZAŁKA FERDYNANDA FOCHA,1,PS SPÓŁKA Z O.O.,2030-06-12
33,ALEJA MARSZAŁKA FERDYNANDA FOCHA,1,PS SPÓŁKA Z O.O.,2030-06-12
34,ALEJA PŁK. WŁADYSŁAWA BELINY- PRAŻMOWSKIEGO,2D,KING IMPERIAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-04-14
35,ALEJA POKOJU,60,BANAŚ WIKTOR,2028-05-20
36,ALEJA POKOJU,67,AMREST SPÓŁKA Z O.O.,2023-07-15
37,ALEJA POKOJU,67,KOZIEŁ SEBASTIAN,2028-09-10
38,ALEJA POKOJU,81,TRATTORIA KRAKÓW SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-12-29
39,ALEJA ZYGMUNTA KRASIŃSKIEGO,1,VIDOK SPÓŁKA Z O.O. SPÓŁKA KOMANDYTOWA,2023-08-13
40,ALEJA ZYGMUNTA KRASIŃSKIEGO,8,J.K.A VENTURE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-05-24
41,ALEJA ZYGMUNTA KRASIŃSKIEGO,34,APOLLO FILM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-11-03
42,ALEKSANDRA LUBOMIRSKIEGO,41,"SUCHORZEPKA TOMASZ, KMAK TOMASZ",2028-08-31
43,ALEKSANDRY,30,WBA BRACIA BARŁOWSCY SPÓŁKA JAWNA,2026-09-12
44,AMBROŻEGO GRABOWSKIEGO,6/2,NGUYEN DAC THANG,2028-02-29
45,AMBROŻEGO GRABOWSKIEGO,8/9,SZUMILAS ARTUR,2023-07-03
46,ANDRZEJA FRYCZA- MODRZEWSKIEGO,2/11,WŁOCH SEBASTIAN,2030-12-01
47,ANNY SZWED-ŚNIADOWSKIEJ,41/LU5,HK GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-12-08
48,ARMII KRAJOWEJ,6,"OLEKSIAK KRZYSZTOF, OLEKSIAK KRYSTYNA",2027-02-14
49,ARMII KRAJOWEJ,11,ORBIS SPÓŁKA AKCYJNA,2023-07-12
50,ARMII KRAJOWEJ,11,ZJEDNOCZONE PRZEDSIĘBIORSTWA ROZRYWKOWE SPÓŁKA AKCYJNA,2023-05-31
51,ARMII KRAJOWEJ,19,MACHAJ SPÓŁKA KOMANDYTOWO - AKCYJNA,2027-12-22
52,AUGUSTIAŃSKA,4,POPLAWSKA DOROTA,2025-08-09
53,AUGUSTIAŃSKA,5,SUDER BARTŁOMIEJ,2030-05-11
54,AUGUSTIAŃSKA,24/LU -2,LONGHORN ADAM,2029-04-19
55,AUGUSTIAŃSKA,24/LU3,THE TRUST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-02-21
56,AUGUSTIAŃSKA,24/LU4,"ORKISZ ŁUKASZ, KUMAR RAKESH, PERIYASAMY DHANASEKAR",2027-02-07
57,BALICKA,2,TO VA SPÓŁKA Z O.O.,2030-08-09
58,BALICKA,18,STACH DANIEL,2030-07-03
59,BALICKA,324,KUBALA ANNA,2027-05-07
60,BALICKA,14A,GRANUZZO GABRIELE,2027-02-06
61,BALICKA,18A,KAIM PATRYK,2030-03-21
62,BALICKA,253B,WIŚNIEWSKA ANNA,2028-02-05
63,BALICKA,79/1,NOWAK LUCJAN,2030-03-10
64,BARSKA,2,"FIRMA BUDOWLANA STAMBUD MAŁGORZATA MRÓZ,STANISŁAW MRÓZ SPÓŁKA JAWNA",2023-07-09
65,BARSKA,39,JASIOŁEK PAULINA,2028-08-23
66,BARTOSZA GŁOWACKIEGO,22,PRZEDSIĘBIORSTWO USŁUG TURYSTYCZNO-HANDLOWYCH DEMEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-06-01
67,BASZTOWA,15,NAWITO SP. Z O.O. SP. K.,2023-03-20
68,BASZTOWA,25,KOMUSIŃSKI STANISŁAW,2023-02-06
69,BENEDYKTYŃSKA,37,"""BENEDICITE"" JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU",2028-11-16
70,BENEDYKTYŃSKA,37,"""BENEDICITE"" JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU",2028-11-16
71,BERKA JOSELEWICZA,17-19,"BAŚ PAWEŁ, STOLAREK KRZYSZTOF",2023-07-29
72,BERKA JOSELEWICZA,18/LU 1,"DEMBEK-DZIWOSZ AGATA, MUSZYŃSKI RAMI",2030-08-17
73,BERKA JOSELEWICZA,21B,THE MOON LOUNGE BAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-11-09
74,BIAŁOPRĄDNICKA,32,KONDERAK TATIANA,2023-09-04
75,BIAŁORUSKA,8B,CISAK MARIA,2023-02-25
76,BIEŃCZYCKA,168 paw. 653,GĄSIENICA-SZOSTAK MACIEJ,2030-05-20
77,BIEŃCZYCKI PLAC TARGOWY,paw. 31,BEDNARCZYK KAROLINA,2029-05-14
78,BOCHEŃSKA,2A,COFFEE BROTHERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-10-26
79,BOCHEŃSKA,5/LU1,GUMULIŃSKA EWA,2023-10-10
80,BOCHEŃSKA,5/LU3,"WAGNER TOMASZ, ŁĘTOCHA BARTŁOMIEJ, RZEŹNICZEK SZYMON",2027-07-04
81,BOCIANA,8,KAPAŁA MACIEJ,2028-07-09
82,BOLESŁAWA LIMANOWSKIEGO,1,"RAKOCZY ALEKSANDRA, KRAWIEC PIOTR",2027-09-11
83,BOLESŁAWA LIMANOWSKIEGO,11,DĄSAL BOŻENA,2028-12-17
84,BOLESŁAWA ORLIŃSKIEGO,3/2,PABJAN MATEUSZ,2023-09-05
85,BOLESŁAWA ORLIŃSKIEGO,5/12,BAŃDURA MARCIN,2023-10-01
86,BOLESŁAWA ŚMIAŁEGO,60,FERO EXPRESS HOTEL I RESTAURACJA SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2026-12-31
87,BONARKA,5,POMODORINI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ,2027-08-28
88,BORKOWSKA,32,BJ SERWIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-05-09
89,BOROWINOWA,2,SW SATUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-05-10
90,BOSACKA,5/1A,KRAK REST TOMASZ CICHOŃ SPÓŁKA JAWNA,2025-10-04
91,BOŻEGA CIAŁA,3,ZAJĄCZKOWSKI PIOTR,2025-05-21
92,BOŻEGA CIAŁA,7,BONUS DEVELOPMENT SPÓLKA Z O.O. SPÓŁKA KOMANDYTOWA,2030-12-15
93,BOŻEGO CIAŁA,7,CYKLOP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-12-04
94,BOŻEGO CIAŁA,9,ŁUCZYŃSKI BARTOSZ,2030-09-01
95,BOŻEGO CIAŁA,12,GASTRO INVEST GROUP SPÓŁKA Z O.O.,2023-06-07
96,BOŻEGO CIAŁA,19,SATORIA GROUP S.A.,2027-04-04
97,BOŻEGO CIAŁA,12/21,PIZIORSKA MAŁGORZATA,2030-06-05
98,BOŻEGO CIAŁA,14/1,LITWIN STANISŁAW,2027-10-12
99,BOŻEGO CIAŁA,10 lok. 2 i 3,BANAŚ-POPEK BARBARA,2030-05-08
100,BP. PIOTRA TOMICKIEGO,22/221,PAŁUCKI TOMASZ,2030-03-24
101,BRACKA,4,1ST FLOOR SPÓŁKA Z O.O.,2024-12-26
102,BRACKA,6,MEETINGPOINTGROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILANOŚCIĄ,2029-12-28
103,BRACKA,13,"WYGAŚ BEATA, WYGAŚ PAWEŁ",2029-05-09
104,BRACKA,15,OFIERZYŃSKI KONRAD,2027-12-08
105,BRACKA,3-5,"KŁOBUCH MAREK, KŁOBUCH MARZENA",2025-05-09
106,BRACKA,3-5,KŁOBUCH MAREK,2025-12-06
107,BRACKA,3-5,"FEDAS-FRĄCZEK BOŻENA, BISTROŃ ANNA",2028-05-20
108,BRACKA,3-5 lok. 7,LAJT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-06-14
109,BRACKA,6 / S-1,MARZECKI TOMASZ,2030-01-31
110,BRACKA,6 lok. S3,GRUPA TAFFETA SPÓŁKA Z O.O.,2030-09-11
111,BRZOZOWA,12,STAWARZ MIŁOSZ,2028-03-11
112,BRZOZOWA,18,NEON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-12-18
113,BRZOZOWA,4/1-3,PLANSZE KULTURY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-02-06
114,BRZOZOWA,17 / 4-5,KARAKTER RESTAURACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-08-04
115,BRZOZOWA,8/1,BBK SPÓŁKA Z. O.O.,2023-03-05
116,BRZOZOWA,15/1,BRYŁA ŁUKASZ,2030-07-24
117,BRZOZOWA,17/3,"MARS MARCIN, KUMOR GRZEGORZ",2023-02-21
118,BULWAR CZERWIEŃSKI,DZ. 172/7 OBR. 3 ŚRÓDMIEŚCI,KRAKOWSKA GRUPA AMNIS SPÓŁKA Z O.O.,2024-04-06
119,BULWAR CZERWIEŃSKI,dz. 172/7 obr. 3 śródmieście,KAPUSTA KRYSTIAN,2028-09-30
120,BULWAR CZERWIEŃSKI,dz. 81/5 obr. 146 i,SZEWCZYK EDYTA,2027-04-18
121,BULWAR CZERWIEŃSKI,DZ. 81/5 OBR. 146 ŚRÓDMIEŚCIE,KRAKOWSKA GRUPA AMNIS SPÓŁKA Z O.O.,2024-04-06
122,BULWAR CZERWIEŃSKI,dz. nr 81/5 obr. 146,STER EWA BIGOSZ - LASSOTA I PIOTR WIŚNIEWSKI SPÓŁKA JAWNA,2028-09-30
123,BULWAR KURLANDZKI,DZ. 137/7 OBR. 12 ŚRÓDMIEŚCIE,KAPUSTA KRYSTIAN,2023-05-22
124,BULWAR KURLANDZKI,DZ. 137/9 OBR. 12 ŚRÓDMIEŚCIE,FORGUSTO SP. Z O.O. SP. K.,2023-06-02
125,BULWAR KURLANDZKI,dz. 172/7 obr. 15,KAPUSTA KRYSTIAN,2027-05-29
126,BULWAR KURLANDZKI,dz. 94 obr. śrdódmieście,"RYDZEK RAFAŁ, TOMCZYK MAREK, SCHEJBAL BARTOSZ",2030-03-29
127,BULWAR WOŁYŃSKI,4,HOTELE REMO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-05-04
128,BULWAR WOŁYŃSKI,"DZ. NR 548/5 OBR. 12, PODGÓRZE",STER EWA BIGOSZ - LASSOTA I PIOTR WIŚNIEWSKI SPÓŁKA JAWNA,2028-03-09
129,BULWAR WOŁYŃSKI,dz. nr. 548/5,LAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-06-29
130,BULWAROWA,35A,HOTEL KRAKÓW EAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-08-06
131,BYTOMSKA,23,O LILE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-02-07
132,CECHOWA,101,KAWENA SPÓŁKA Z O.O.,2030-11-15
133,CELNA,9,GM KRAFT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-01-14
134,CENTRALNA,41A,CUBE WALLS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2027-09-12
135,CENTRALNA,41A,MOLO SPÓŁKA Z O.O.,2030-07-14
136,CENTRALNA,41B,DOMAGAŁA MICHAŁ,2029-03-24
137,CENTRUM B,8,NOSEK ROBERT,2030-11-11
138,CENTRUM C,1 lok. U 3,MANUFAKTURA - SKARBNICA SMAKU SPÓŁKA Z O.O.,2030-07-05
139,CENTRUM D,2 lok. LU 1,"GRYSZA MICHAŁ, WARUNEK JAN",2030-07-12
140,CENTRUM E,12,ŚWIĘTALSKA JADWIGA,2026-11-07
141,CENTRUM E,25,ŚLĘCZEK GRZEGORZ,2029-05-22
142,CHEŁMSKA,16,ROSPOND MONIKA,2023-05-29
143,CHMIELENIEC,2B lok. LU 1,HK GROUP SPÓŁKA Z O.O.,2027-10-20
144,CHMIELENIEC,2B/LU11,WALCZAK JAN,2029-07-20
145,CHMIELNA,18A,SWOBODA JOANNA,2028-08-09
146,CIEMNA,15,JOLEN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-04-02
147,CISOWA,2,KOŁODZIEJCZYK RENATA,2028-09-09
148,CZARNOWIEJSKA,55,TROCHA ZBIGNIEW,2030-07-07
149,CZYSTA,3,FLORCZYK PAWEŁ,2030-08-10
150,CZYSTA,8/LU2,GRABOWSKA DOMINIKA,2023-08-02
151,DAJWÓR,3,ZAJĄC SZYMON,2023-10-31
152,DAJWÓR,19,KUBIACZYK MAGDALENA,2028-01-19
153,DAJWÓR,10B,DE KIME CHRISTOPHER,2027-08-20
154,DAJWÓR,14-16,WEŹŻE KRAFTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-04-07
155,DAJWÓR,20/LU6,WINIARNIA SPÓŁKA Z O. O.,2023-01-14
156,DAJWÓR,20/U2,DUDEK MARCIN,2029-04-25
157,DAJWÓR,23 /21,ANNAPURNA NEPAL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-05-08
158,DAJWÓR,25 lok. C,CHANG-LUNG LEE,2030-08-14
159,DANIELA CHODOWIECKIEGO,1,"NOWOSAD ELŻBIETA, BOBIKIEWICZ KATARZYNA, KRAWIEC PAWEŁ, KRAWIEC WIESŁAW",2027-07-08
160,DĄBROWSKIEGO,5/LU4,ŁOTOCKI PIOTR,2029-12-16
161,DĄBSKA,5,UNIREST HOTELE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-30
162,DĄBSKA,5,UNIREST HOTELE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-03
163,DĄBSKA,18D/LU8,"DANIEC PAULINA, SACHA JAKUB",2023-03-21
164,DIETLA,55/1,DASOM SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2023-02-28
165,DŁUGA,9,LEGENDZIEWICZ JACEK,2028-12-19
166,DŁUGA,12,GĄSOWSKI MARCIN,2027-09-15
167,DŁUGA,31,ŁOPUSZKO JACEK,2028-09-25
168,DŁUGA,51,JANIK JAN,2023-05-24
169,DŁUGA,47/1A,WÓJCIK MARCIN,2030-09-07
170,DŁUGA,69B/69C,PRUSAK GRZEGORZ,2027-04-30
171,DŁUGA,78/1,ALTA SASKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILANOŚCIĄ,2030-07-24
172,DŁUGA,78-80,AVENA HOTEL SPÓŁKA Z O.O.,2030-08-04
173,DOBREGO PASTERZA,8,KRUPA-RUSZKOWSKA ANNA,2029-06-03
174,DOBREGO PASTERZA,124,HOTEL SWING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-12-22
175,DOBREGO PASTERZA,126,PARK WODNY W KRAKOWIE S.A.,2023-02-06
176,DOBREGO PASTERZA,128,MULTIKINO SPÓŁKA AKCYJNA,2029-05-03
177,DOBREGO PASTERZA,118G/U2,NOCOŃ AGNIESZKA,2025-11-04
178,DOLNYCH MŁYNÓW,5,ZRZELSKA ANNA,2029-09-09
179,DOLNYCH MŁYNÓW,9,LESICKI ŁABAJ CLASSIC ROCK CLUB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚĆIĄ SPÓŁKA KOMANDYTOWA,2029-02-28
180,DOLNYCH MŁYNÓW,3/3,CISZKOWICZ MACIEJ,2028-07-13
181,DOLNYCH MŁYNÓW,3/4,KIRSZ MARTA,2030-07-14
182,DOMINIKAŃSKA,1,LARIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-10
183,DOMINIKAŃSKA,3,CULINARY GLOBAL CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-03-31
184,DR. LUDWIKA ZAMENHOFA,6/1A,BUSZEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-10-22
185,DROŻYSKA,3B,OKOLITA NADIIA,2030-12-13
186,DYWIZJONU 303,62C/lok. U 16,HALAMA ŁUKASZ,2029-06-13
187,ELJASZA WALEREGO RADZIKOWSKIEGO,1,MADAME LAURA SPÓŁKA Z O.O.,2030-09-12
188,ELJASZA WALEREGO RADZIKOWSKIEGO,3,BAŁAZY JANUSZ,2030-05-17
189,ELJASZA WALEREGO RADZIKOWSKIEGO,77,"STACHNIK MARCIN, ŚCIBOR MARCIN",2030-05-08
190,ELJASZA WALEREGO RADZIKOWSKIEGO,109,WAWEL-IMOS INTERNATIONAL SPÓŁKA AKCYJNA,2024-06-24
191,ELJASZA WALEREGO RADZIKOWSKIEGO,142,RADZIKOWSKIEGO Q HOTEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,2028-05-05
192,EMAUS,3,ZYGADŁO KATARZYNA,2028-03-04
193,EMAUS,28B,"MICHAŁOWKA DARIUSZ JEZIERSKI, MONIKA JEZIERSKA SPÓŁKA JAWNA",2030-03-13
194,ESTERY,1,SKWER D. JODŁOWSKI SPÓŁKA KOMANDYTOWA,2028-03-04
195,ESTERY,5,"ALCHEMIA WITYŃSKI, ŻAKOWSKI SPÓŁKA JAWNA",2023-02-28
196,ESTERY,6,BASTA INVEST GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-17
197,ESTERY,10,KŁOS PAWEŁ,2028-09-29
198,ESTERY,12,STB GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-11-20
199,ESTERY,16,ŻUKOWSKI DARIUSZ,2026-01-10
200,ESTERY,18,NOVA ADAM MELNYCZUK SPÓŁKA JAWNA,2028-12-31
201,ESTERY,18,NOVA KLUBOWA ADAM MELNYCZUK SPÓŁKA JAWNA,2030-08-31
202,ESTERY,14/A,WOŁEK ANDRZEJ,2027-03-31
203,FABRYCZNA,13,CAFE FABRYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
204,FABRYCZNA,13,AZJA FABRYCZNA SPÓŁKA Z OGRABNICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
205,FABRYCZNA,13,WEGE FABRYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
206,FABRYCZNA,13,RESTAURACJA FABRYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
207,FABRYCZNA,13,F. R. B. INTER-BUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-10-06
208,FABRYCZNA,13,BROWAR FABRYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-17
209,FABRYCZNA,13,HOTELOWA FABRYCZNA SPÓŁKA Z O.O.,2030-12-05
210,FELICJANEK,4,MASSOLIT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-09-27
211,FELICJANEK,10,DĘBSKA KALINA,2028-05-20
212,FELIKSA KONECZNEGO,4 lok. 3U,TOMCZYK MATEUSZ,2030-05-17
213,FELIKSA KONECZNEGO,4/11U,RADZISZEWSKI RAFAŁ,2030-08-01
214,FELIKSA KONECZNEGO,4/3U,GASTRO SUKCES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-06-14
215,FELIKSA KONECZNEGO,6/U18,RACHTAN-GROCHAL MAŁGORZATA,2026-12-04
216,FELIKSA WROBELA,13,METAL SERVICE SPÓŁKA Z O.O.,2030-09-18
217,FLISACKA,3,"KOGUT MAGDALENA, BRYG MAREK, BRYG MARIA, BRYG WOJCIECH",2027-02-06
218,FLORIANA STRASZEWSKIEGO,2,MRÓZ WOJCIECH,2030-07-04
219,FLORIANA STRASZEWSKIEGO,12,HOTEL QUEEN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2027-09-11
220,FLORIANA STRASZEWSKIEGO,27,PIRS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-11-19
221,FLORIANA STRASZEWSKIEGO,28,"TOMCZYK MAREK, MAZGAJ MATEUSZ, RYDZEK RAFAŁ",2023-11-17
222,FLORIAŃSKA,3,RAMIR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-08-31
223,FLORIAŃSKA,3,LUNZ SEBASTIAN,2030-10-10
224,FLORIAŃSKA,9,REST - KRAK GASTROX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2027-06-05
225,FLORIAŃSKA,11,VIDOJU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2027-01-31
226,FLORIAŃSKA,13,VIVA LA PINTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-12-31
227,FLORIAŃSKA,14,HOLDING LIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-03-18
228,FLORIAŃSKA,15,PM MANAGEMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2023-09-04
229,FLORIAŃSKA,15,"DWORZAŃSKI PIOTR, DWORZAŃSKI MAREK",2030-04-10
230,FLORIAŃSKA,16,16 -STKA SPÓŁKA Z O.O.,2030-08-07
231,FLORIAŃSKA,20,STAROPOLSKIE TRUNKI REGIONALNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-04-10
232,FLORIAŃSKA,20,WĄSIK-DOUSA JOANNA,2027-12-18
233,FLORIAŃSKA,21,POLSKIE PIEROGI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
234,FLORIAŃSKA,21,POLSKIE PIEROGI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2028-01-23
235,FLORIAŃSKA,24,ZEERA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-11-30
236,FLORIAŃSKA,26,GRUZIŃSKIE CHACZAPURI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-11-08
237,FLORIAŃSKA,26,TMK INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILANOŚCIĄ,2030-02-14
