index,address_1,address_2,name,expiration_date
49,BARTOSZA GŁOWACKIEGO,22,PRZEDSIĘBIORSTWO USŁUG TURYSTYCZNO-HANDLOWYCH DEMEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-06-01
50,BASZTOWA,15,NAWITO SP. Z O.O. SP. K.,2023-03-20
51,BASZTOWA,25,KOMUSIŃSKI STANISŁAW,2023-02-06
52,BENEDYKTYŃSKA,37,"""BENEDICITE"" JEDNOSTKA GOSPODARCZA OPACTWA BENEDYKTYNÓW W TYŃCU",2028-11-16
53,BERKA JOSELEWICZA,17-19,"BAŚ PAWEŁ, STOLAREK KRZYSZTOF",2023-07-29
54,BERKA JOSELEWICZA,21B,THE MOON LOUNGE BAR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-11-09
55,BIAŁORUSKA,8B,CISAK MARIA,2023-02-25
56,BIEŃCZYCKA,19,MATUŁA JACEK,2030-08-06
57,BOCHEŃSKA,7,BUGAJ MIROSLAW,2026-02-20
58,BOCHEŃSKA,2A,COFFEE BROTHERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-10-26
59,BOCHEŃSKA,5/LU1,GUMULIŃSKA EWA,2023-10-10
60,BOCIANA,8,KAPAŁA MACIEJ,2028-07-09
61,BOLESŁAWA LIMANOWSKIEGO,1,"RAKOCZY ALEKSANDRA, KRAWIEC PIOTR",2027-09-11
62,BOLESŁAWA LIMANOWSKIEGO,11,DĄSAL BOŻENA,2028-12-17
63,BOLESŁAWA ORLIŃSKIEGO,5/12,BAŃDURA MARCIN,2027-04-09
64,BOLESŁAWA ŚMIAŁEGO,60,FERO EXPRESS HOTEL I RESTAURACJA SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2026-12-31
65,BONARKA,5,POMODORINI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOSCIĄ,2029-07-11
66,BORKOWSKA,32,BJ SERWIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-05-09
67,BOROWINOWA,2,SW SATUS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-05-10
68,BOSACKA,5/1A,KRAK REST TOMASZ CICHOŃ SPÓŁKA JAWNA,2025-10-04
69,BOŻEGA CIAŁA,7,BONUS DEVELOPMENT SPÓLKA Z O.O. SPÓŁKA KOMANDYTOWA,2030-12-15
70,BOŻEGO CIAŁA,7,CYKLOP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-12-04
71,BOŻEGO CIAŁA,9,ŁUCZYŃSKI BARTOSZ,2030-09-01
72,BOŻEGO CIAŁA,12,GASTRO INVEST GROUP SPÓŁKA Z O.O.,2023-06-07
73,BOŻEGO CIAŁA,19,SATORIA GROUP S.A.,2027-04-04
74,BOŻEGO CIAŁA,14/1,LITWIN STANISŁAW,2027-10-12
75,BRACKA,4,1ST FLOOR SPÓŁKA Z O.O.,2024-12-26
76,BRACKA,6,MEETINGPOINTGROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILANOŚCIĄ,2029-12-28
77,BRACKA,13,"WYGAŚ BEATA, WYGAŚ PAWEŁ",2029-05-09
78,BRACKA,3-5,"KŁOBUCH MAREK, KŁOBUCH MARZENA",2025-05-09
79,BRACKA,3-5,KŁOBUCH MAREK,2025-12-06
80,BRACKA,3-5,"FEDAS-FRĄCZEK BOŻENA, BISTROŃ ANNA",2028-05-20
81,BRACKA,3-5 lok. 7,LAJT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2026-06-14
82,BRACKA,6 / S-1,MARZECKI TOMASZ,2030-01-31
83,BRACKA,6 lok. S3,GRUPA TAFFETA SPÓŁKA Z O.O.,2030-09-11
84,BRZOZOWA,18,NEON SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-12-18
85,BRZOZOWA,4/1-3,PLANSZE KULTURY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-02-06
86,BRZOZOWA,17 / 4-5,KARAKTER RESTAURACJA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-08-04
87,BRZOZOWA,8/1,BBK SPÓŁKA Z. O.O.,2023-03-05
88,BRZOZOWA,15/1,BRYŁA ŁUKASZ,2030-07-24
89,BRZOZOWA,17/3,"MARS MARCIN, KUMOR GRZEGORZ",2023-02-21
90,BULWAR CZERWIEŃSKI,DZ. 172/7 OBR. 3 ŚRÓDMIEŚCI,KRAKOWSKA GRUPA AMNIS SPÓŁKA Z O.O.,2024-04-06
91,BULWAR CZERWIEŃSKI,dz. 172/7 obr. 3 śródmieście,KAPUSTA KRYSTIAN,2028-09-30
92,BULWAR CZERWIEŃSKI,dz. 81/5 obr. 146 i,SZEWCZYK EDYTA,2027-04-18
93,BULWAR CZERWIEŃSKI,DZ. 81/5 OBR. 146 ŚRÓDMIEŚCIE,KRAKOWSKA GRUPA AMNIS SPÓŁKA Z O.O.,2024-04-06
94,BULWAR CZERWIEŃSKI,dz. nr 81/5 obr. 146,STER EWA BIGOSZ - LASSOTA I PIOTR WIŚNIEWSKI SPÓŁKA JAWNA,2028-09-30
95,BULWAR KURLANDZKI,DZ. 137/7 OBR. 12 ŚRÓDMIEŚCIE,KAPUSTA KRYSTIAN,2023-05-22
96,BULWAR KURLANDZKI,DZ. 137/9 OBR. 12 ŚRÓDMIEŚCIE,FORGUSTO SP. Z O.O. SP. K.,2023-06-02
97,BULWAR KURLANDZKI,dz. 172/7 obr. 15,KAPUSTA KRYSTIAN,2027-05-29
98,BULWAR KURLANDZKI,dz. 94 obr. śrdódmieście,"RYDZEK RAFAŁ, TOMCZYK MAREK, SCHEJBAL BARTOSZ",2030-03-29
99,BULWAR WOŁYŃSKI,4,HOTELE REMO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-05-04
100,BULWAR WOŁYŃSKI,"DZ. NR 548/5 OBR. 12, PODGÓRZE",STER EWA BIGOSZ - LASSOTA I PIOTR WIŚNIEWSKI SPÓŁKA JAWNA,2028-03-09
101,BULWAR WOŁYŃSKI,dz. nr. 548/5,LAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-06-29
102,BULWAROWA,35A,HOTEL KRAKÓW EAST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-08-06
103,CECHOWA,101,KAWENA SPÓŁKA Z O.O.,2030-11-15
104,CELNA,9,GM KRAFT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-01-14
105,CENTRALNA,41A,CUBE WALLS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2028-06-01
106,CENTRALNA,41A,MOLO SPÓŁKA Z O.O.,2030-07-14
107,CENTRUM C,1 lok. U 3,MANUFAKTURA - SKARBNICA SMAKU SPÓŁKA Z O.O.,2030-07-05
108,CENTRUM E,12,ŚWIĘTALSKA JADWIGA,2026-11-07
109,CISOWA,2,KOŁODZIEJCZYK RENATA,2028-09-09
110,CZARNOWIEJSKA,55,TROCHA ZBIGNIEW,2030-07-07
111,CZYSTA,3,FLORCZYK PAWEŁ,2030-08-10
112,CZYSTA,8/LU2,GRABOWSKA DOMINIKA,2023-08-02
113,DAJWÓR,3,ZAJĄC SZYMON,2023-10-31
114,DAJWÓR,14-16,WEŹŻE KRAFTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-04-07
115,DAJWÓR,20/LU6,WINIARNIA SPÓŁKA Z O. O.,2023-01-14
116,DANIELA CHODOWIECKIEGO,1,"NOWOSAD ELŻBIETA, BOBIKIEWICZ KATARZYNA, KRAWIEC PAWEŁ, KRAWIEC WIESŁAW",2027-07-08
117,DĄBROWSKIEGO,5/LU4,ŁOTOCKI PIOTR,2029-12-16
118,DĄBSKA,5,UNIREST HOTELE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-30
119,DĄBSKA,5,UNIREST HOTELE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-03
120,DIETLA,55/1,DASOM SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2023-02-28
121,DŁUGA,9,LEGENDZIEWICZ JACEK,2029-12-16
122,DŁUGA,31,ŁOPUSZKO JACEK,2028-09-25
123,DŁUGA,51,JANIK JAN,2023-05-24
124,DŁUGA,47/1A,WÓJCIK MARCIN,2030-09-07
125,DŁUGA,69B/69C,PRUSAK GRZEGORZ,2027-04-30
126,DŁUGA,78/1,ALTA SASKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILANOŚCIĄ,2030-07-24
127,DŁUGA,78-80,AVENA HOTEL SPÓŁKA Z O.O.,2030-08-04
128,DOBREGO PASTERZA,8,KRUPA-RUSZKOWSKA ANNA,2029-06-03
129,DOBREGO PASTERZA,124,HOTEL SWING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-12-22
130,DOBREGO PASTERZA,128,MULTIKINO SPÓŁKA AKCYJNA,2029-05-03
131,DOBREGO PASTERZA,118G/U2,NOCOŃ AGNIESZKA,2025-11-04
132,DOLNYCH MŁYNÓW,5,ZRZELSKA ANNA,2029-09-09
133,DOLNYCH MŁYNÓW,9,LESICKI ŁABAJ CLASSIC ROCK CLUB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚĆIĄ SPÓŁKA KOMANDYTOWA,2029-02-28
134,DOMINIKAŃSKA,1,LARIS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-10
135,DOMINIKAŃSKA,3,CULINARY GLOBAL CONCEPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-03-31
136,DR. LUDWIKA ZAMENHOFA,6/1A,BUSZEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-10-22
137,DWORCOWA,5A,WRÓBEL KAMILA,2029-03-31
138,ELJASZA WALEREGO RADZIKOWSKIEGO,1,MADAME LAURA SPÓŁKA Z O.O.,2030-09-12
139,ELJASZA WALEREGO RADZIKOWSKIEGO,109,WAWEL-IMOS INTERNATIONAL SPÓŁKA AKCYJNA,2024-06-24
140,ELJASZA WALEREGO RADZIKOWSKIEGO,142,RADZIKOWSKIEGO Q HOTEL SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA JAWNA,2028-05-05
141,EMAUS,28B,"MICHAŁOWKA DARIUSZ JEZIERSKI, MONIKA JEZIERSKA SPÓŁKA JAWNA",2030-03-13
142,ESTERY,1,SKWER D. JODŁOWSKI SPÓŁKA KOMANDYTOWA,2028-03-04
143,ESTERY,5,"ALCHEMIA WITYŃSKI, ŻAKOWSKI SPÓŁKA JAWNA",2023-02-28
144,ESTERY,6,BASTA INVEST GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-09-17
145,ESTERY,10,KŁOS PAWEŁ,2028-09-29
146,ESTERY,12,STB GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2027-11-20
147,ESTERY,16,ŻUKOWSKI DARIUSZ,2026-01-10
148,ESTERY,18,NOVA ADAM MELNYCZUK SPÓŁKA JAWNA,2028-12-31
149,ESTERY,18,NOVA KLUBOWA ADAM MELNYCZUK SPÓŁKA JAWNA,2030-08-31
150,ESTERY,14/A,WOŁEK ANDRZEJ,2027-03-31
151,FABRYCZNA,13,CAFE FABRYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
152,FABRYCZNA,13,AZJA FABRYCZNA SPÓŁKA Z OGRABNICZONĄ ODPOWIEDZIALNOŚCIĄ,2030-03-16
153,FABRYCZNA,13,RESTAURACJA FABRYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
154,FABRYCZNA,13,F. R. B. INTER-BUD SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-10-06
155,FABRYCZNA,13,BROWAR FABRYCZNA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-17
156,FABRYCZNA,13,HOTELOWA FABRYCZNA SPÓŁKA Z O.O.,2030-12-05
157,FELICJANEK,10,DĘBSKA KALINA,2028-05-20
158,FELIKSA KONECZNEGO,4 lok. 3U,TOMCZYK MATEUSZ,2030-05-17
159,FELIKSA KONECZNEGO,4/3U,GASTRO SUKCES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-06-14
160,FELIKSA WROBELA,13,METAL SERVICE SPÓŁKA Z O.O.,2030-09-18
161,FLISACKA,3,"KOGUT MAGDALENA, BRYG MAREK, BRYG MARIA, BRYG WOJCIECH",2027-02-06
162,FLORIANA STRASZEWSKIEGO,2,MRÓZ WOJCIECH,2030-07-04
163,FLORIANA STRASZEWSKIEGO,12,HOTEL QUEEN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2027-09-11
164,FLORIANA STRASZEWSKIEGO,27,PIRS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-11-19
165,FLORIANA STRASZEWSKIEGO,28,"TOMCZYK MAREK, MAZGAJ MATEUSZ, RYDZEK RAFAŁ",2023-11-17
166,FLORIAŃSKA,3,RAMIR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-08-31
167,FLORIAŃSKA,3,LUNZ SEBASTIAN,2030-10-10
168,FLORIAŃSKA,9,REST - KRAK GASTROX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2027-06-05
169,FLORIAŃSKA,11,VIDOJU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2028-06-18
170,FLORIAŃSKA,13,VIVA LA PINTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-12-31
171,FLORIAŃSKA,14,HOLDING LIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-03-18
172,FLORIAŃSKA,15,PM MANAGEMENT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2023-09-04
173,FLORIAŃSKA,15,"DWORZAŃSKI PIOTR, DWORZAŃSKI MAREK",2030-04-10
174,FLORIAŃSKA,16,16 -STKA SPÓŁKA Z O.O.,2030-08-07
175,FLORIAŃSKA,20,STAROPOLSKIE TRUNKI REGIONALNE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-04-10
176,FLORIAŃSKA,20,WĄSIK-DOUSA JOANNA,2027-12-18
177,FLORIAŃSKA,21,POLSKIE PIEROGI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-10-06
178,FLORIAŃSKA,21,POLSKIE PIEROGI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2028-01-23
179,FLORIAŃSKA,24,ZEERA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2028-11-30
180,FLORIAŃSKA,26,GRUZIŃSKIE CHACZAPURI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-11-08
181,FLORIAŃSKA,26,TMK INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZILANOŚCIĄ,2030-02-14
182,FLORIAŃSKA,27,DREAM SPÓŁKA Z O.O.,2030-11-09
183,FLORIAŃSKA,28,DOBRY HOTEL SPÓŁKA Z OGRANICZONA ODPOWIEDZILANOŚCIĄ SPÓŁKA KOMANDYTOWA,2030-09-05
184,FLORIAŃSKA,30,KOSTA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2023-09-03
185,FLORIAŃSKA,33,PYLA I SMAGACZ SINGLE SPÓŁKA JAWNA,2030-02-11
186,FLORIAŃSKA,34,MEX K SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-07-26
187,FLORIAŃSKA,36,CERASUS SPÓŁKA Z O.O. SPÓŁKA KOMANDYTOWA,2030-12-16
188,FLORIAŃSKA,38,"LALOWICZ MAŁGORZATA, DUTKIEWICZ MARIUSZ",2025-12-05
189,FLORIAŃSKA,43,MAŁOPOLSKA PRYWATNA KOMUNIKACJA SAMOCHODOWA SPÓŁKA Z O. O.,2023-02-26
190,FLORIAŃSKA,45,KULIŚ STANISŁAW,2023-07-24
191,FLORIAŃSKA,47,SMAGACZ TOMASZ,2027-01-14
192,FLORIAŃSKA,47,"RESTAURACJA VOTO SPÓŁKA Z OGRANICZONA ODPOWIEDZIALNOŚCIĄ, .",2028-03-31
193,FLORIAŃSKA,53,"ZGÓRKIEWICZ KRZYSZTOF, WOŁKOUN MARCIN",2028-08-21
194,FLORIAŃSKA,18/3,ICIEK WANDA,2030-11-30
195,FLORIAŃSKA,18/U 2,PARTY TIME SPÓŁKA Z O.O.,2030-09-07
196,FLORIAŃSKA,51/LU 1,CARNABY INTERACTIVE SPÓŁKA Z O.O.,2030-06-13
197,FORTECZNA,22,BIELA-KALINOWSKA JOLANTA,2030-04-15
198,GAJOWA,16,"OSMAŃSKA MAŁGORZATA, STOKŁOSA ANNA, STOKŁOSA-CUCCINIELLO MARIA",2023-03-11
199,GALICYJSKA,9,SCC-SERVICE CONGRESS CENTER SPÓŁKA Z O. O. SPÓŁKA KOMANDYTOWA,2022-12-31
200,GALICYJSKA,9,SCC-SERVICE CONGRESS CENTER SPÓLKA Z O.O. SPÓŁKA KOMANDYTOWA,2030-12-31
201,GEN. AUGUSTA FIELDORFA-NILA,17/JU-14,MOŹDZIŃSKI PIOTR,2029-06-10
202,GEN. HENRYKA KAMIEŃSKIEGO,11,BONARKA RESTAURACJA BRONOWICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,2029-05-24
203,GEN. JÓZEFA CHŁOPICKIEGO,3,SENDERSKA DOMINIKA,2023-02-28
204,GEN. JÓZEFA DWERNICKIEGO,5,FILARSKI WOJCIECH,2027-04-03
205,GEN. MICHAŁA KARASZEWICZA- TOKARZEWSKIEGO,35,"BOGUSŁAW CZPIEL, MARCIN WÓJCIK",2024-06-05
206,GEN. TADEUSZA KOŚCIUSZKI,3,SZCZEPKOWICZ BOGUSŁAW,2028-03-16
207,GEN. TADEUSZA KOŚCIUSZKI,5,ORBIS SPÓŁKA AKCYJNA,2030-03-17
208,GEN. TADEUSZA KOŚCIUSZKI,14,JOPEK WIESŁAW,2025-09-16
209,GEN. TADEUSZA KOŚCIUSZKI,19,KOROLKO ANNA,2030-09-25
210,GEN. TADEUSZA KOŚCIUSZKI,42,STOLARSKI MACIEJ,2030-02-08
211,GEN. WITOLDA URBANOWICZA,10A,DELICIOSO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMADYTOWA,2028-02-10
212,GĘSIA,22A,LEGENDZIEWICZ JACEK,2029-05-25
213,GLINIK,73,GRUCHAŁA JOANNA,2029-03-09
214,GŁÓWNY,1,ARKADY B. MORDARSKI P. JARCZEWSKI SPÓŁKA JAWNA,2023-01-14
215,GŁÓWNY,6,SZARA RESTO-BAR SPÓŁKA Z O. O.,2025-08-31
216,GŁÓWNY,7,FIGA-2 ŁACHWA I WSPÓLNICY SPÓŁKA JAWNA,2023-05-15
217,GŁÓWNY,9,DURBAS ANDRZEJ,2023-01-08
218,GŁÓWNY,10,FOLK MSHG SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-12-15
219,GŁÓWNY,17,SZARA GĘŚ MSHG SPÓŁKA Z O.O.,2024-12-15
220,GŁÓWNY,18,BELMAR M. KAŁUGA SPÓŁKA JAWNA,2025-01-11
221,GŁÓWNY,22,RESTAURACJA SIOUX P. S. KARŁOWSCY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2022-12-31
222,GŁÓWNY,27,CABARET SPÓŁKA Z O. O.,2023-02-15
223,GŁÓWNY,46,PIJALNIE CZEKOLADY SPÓŁKA Z O.O.,2025-08-08
224,GOŁAŚKA,1A,"SZULC DARIUSZ, SZULC KAMIL",2030-02-13
225,GOŁĘBIA,2,MAJEWSKA-SKROBICH LEOKADIA,2024-06-09
226,GOŁĘBIA,2,YMY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2029-01-31
227,GOŁĘBIA,3,KOMIEROWSKI PAWEŁ,2023-06-06
228,GOŁĘBIA,4,LUCHETTA ŁODZIŃSKA MAGDALENA,2027-05-20
